context	tgt_term_gold	tgt_term_AT	tgt_term_DE	tgt_term_CH
Am Ende der Bilanz sind sämtliche unmittelbar oder mittelbar geleisteten Sicherheiten anzugeben, wobei zwischen Bürgschaften, Wechsel- und Scheckbürgschaften, anderen persönlichen Sicherheiten und dinglichen Sicherheiten zu unterscheiden ist .	Scheckbürgschaft,Wechselbürgschaft		Aval	
Die Erträge und Einnahmen, Aufwendungen und Lasten müssen unter Abzug der Rücklieferungen, Nachlässe, Gutschriften und Prämien sowie der unmittelbar mit dem Verkauf der Erzeugnisse und mit den Dienstleistungen zusammenhängenden Steuern angegeben werden.	Gutschrift	Preisnachlass	Preisnachlass	Preisnachlass
Das Vorzugsrecht wirkt, soweit es die Erbschaftssteuer betrifft, nicht zum Nachteil der Gläubiger, die das Recht auf Absonderung der Güter des Verstorbenen von jenen des Erben ausgeübt haben.	Erbschaftssteuer			Erbanfallsteuer,Nachlasssteuer
In den folgenden Geschäftsjahren muß der Mehrwert, der sich aus der Anwendung des Eigenkapital-Verfahrens im Vergleich zu dem im Jahresabschluß des vorhergehenden Geschäftsjahrs angegebenen Wert ergibt, in einer Rücklage, die nicht verteilt werden darf, ausgewiesen werden.	Mehrwert	Veräußerungsgewinn	Veräußerungsgewinn	Veräußerungsgewinn
Ist das nackte Eigentum mit einer Hypothek belastet, so erstreckt sich diese bei Erlöschen des Fruchtgenusses auf das volle Eigentum.	nacktes Eigentum	nuda proprietas		Nackteigentum,nuda proprietas,nutzungsentkleidetes Eigentum
Erfolgt die Kapitalerhöhung durch eine Einlage in Natur oder in Form von Forderungen, so finden die Bestimmungen der Artikel 2342, zweiter und dritter Absatz, und 2343 Anwendung.	Erhöhung des Kapitals,Kapitalerhöhung	Erhöhung des Grundkapitals,Erhöhung des Stammkapitals	Erhöhung des Grundkapitals,Erhöhung des Stammkapitals	
Solange die für die Umwandlung festgesetzten Fristen nicht abgelaufen sind, kann die Gesellschaft weder die Herabsetzung des überflüssigen Kapitals noch eine Abänderung der Bestimmungen des Gründungsvertrags über die Gewinnverteilung beschließen .	überflüssiges Kapital		überschüssiges Kapital	
Die übernehmende Gesellschaft darf keine Aktien oder Anteile im Austausch für Aktien oder Anteile der übertragenden Gesellschaften zuteilen, die den übertragenden Gesellschaften oder der übernehmenden Gesellschaft unmittelbar oder über Treuhandgesellschaften oder über eine vorgeschobene Person gehören.	übernehmende Gesellschaft		Übernehmerin,übernehmender Rechtsträger	
Die Gerichtsbehörde besorgt den gerichtlichen Schutz der Rechte auf Antrag einer Partei und, sofern das Gesetz es bestimmt, auch auf Antrag der Staatsanwaltschaft oder von Amts wegen.	gerichtlicher Schutz	gerichtlicher Rechtsschutz	gerichtlicher Rechtsschutz	gerichtlicher Rechtsschutz
Bei der Anordnung einer Sicherungsbeschlagnahme bestellt das Gericht einen Verwahrer und setzt die Richtlinien und Grenzen für die Verwaltung der beschlagnahmten Sachen sowie besondere Vorkehrungen fest, die für eine möglichst sichere Verwahrung und zur Vereitelung von Geheimnisverrat geeignet sind.	Sicherungsbeschlagnahme		Sequestration	
Wenn der Alleinverwalter oder alle Verwalter ausscheiden, muß die Gesellschafterversammlung zur Ersetzung der ausgeschiedenen unverzüglich vom Aufsichtsrat, der zwischenzeitlich die Handlungen der ordentlichen Verwaltung vornehmen kann, einberufen werden.	Alleinverwalter,alleiniger Verwalter	alleiniger Geschäftsführer	Einmannvorstand,Einzelvorstand,alleiniger Geschäftsführer	alleiniger Geschäftsführer
Die Mitgliederversammlung von Vereinen ist von den Verwaltern einmal im Jahr zur Genehmigung des Jahresabschlusses einzuberufen.	Mitgliederversammlung	Vereinsversammlung	Versammlumg der Mitglieder	Vereinsversammlung,Versammlumg der Mitglieder
Der Sachverständige nimmt an jenen Verhandlungen teil, zu denen ihn der Instruktionsrichter geladen hat; er führt die Untersuchungen  auch außerhalb des Gerichtssprengels und, je nach Anordnung des Richters, allein oder in dessen Beisein durch.	Gerichtssprengel	Gerichtsbezirk,Sprengel	Gerichtsbezirk	Gerichtskreis
Steht die Geschäftsführung mehreren Gesellschaftern gemeinsam zu, ist zur Vornahme von Handlungen für die Gesellschaft die Einwilligung aller geschäftsführenden Gesellschafter erforderlich.	Geschäfte für die Gesellschaft,Handlungen für die Gesellschaft		Handlungen der Geschäftsführung,Handlungen der Gesellschaft	Geschäftsbetrieb der Gesellschaft
Der Anteil, der dem Gesellschafter zusteht, der seine Arbeit eingebracht hat, wird, wenn er im Vertrag nicht bestimmt ist, vom Gericht nach Billigkeit festgesetzt.	Arbeit	Arbeitsleistung	Dienstleistung	
Tritt ein Verlust am Gesellschaftskapital ein, können Gewinne solange nicht verteilt werden, bis das Kapital wieder ergänzt oder im entsprechenden Ausmaß herabgesetzt wird.	Verlust am Gesellschaftskapital	Kapitalverlust	Kapitalverlust	Kapitalverlust
Die Ausgabe und der Verkauf der Aktien vor der Eintragung der Gesellschaft ist nichtig.	Ausgabe	Emission	Auflegung,Begebung,Emission,Erstplazierung	Emission
Die Aufnahme der Beweismittel im Beweissicherungsverfahren läßt die Fragen nach ihrer Zulässigkeit oder Erheblichkeit unberührt und ist auch kein Hindernis für ihre neuerliche Aufnahme im Verfahren in der Sache selbst.	Aufnahme der Beweismittel im Beweissicherungsverfahren	vorsorgliche Beweisaufnahme	vorsorgliche Beweisaufnahme	vorsorgliche Beweisführung
Die verfahrensrechtlichen Wirkungen, welche die Flucht nach sich zieht, treten nur in dem Strafverfahren ein, in dem die entsprechende Erklärung erfolgt ist.	Flucht,fluchtbedingte Unauffindbarkeit	Verbergen seines Aufenthaltes	Sichverborgenhalten	
Im stattgebenden Urteil, das gemäß Artikel 384 des Gesetzbuches erlassen wird, legt der Gerichtshof im einzelnen die Rechtsansicht dar, an die sich das Verweisungsgericht zu halten hat.	stattgebendes Urteil			zusprechendes Urteil
Zurechnungsfähig ist, wer im Zeitpunkt der Begehung der Tat das vierzehnte, aber noch nicht das achtzehnte Lebensjahr vollendet hatte und einsichts- und willensfähig war .	zurechnungsfähig		schuldfähig	schuldfähig
Wer sich im Zeitpunkt der Begehung der Tat infolge einer Krankheit in einem Geisteszustand befand, der die Einsichts- oder Willensfähigkeit erheblich vermindert, aber nicht ausschließt, ist für die begangene strafbare Handlung verantwortlich .	Willensfähigkeit	Dispositionsfähigkeit	Steuerungsfähigkeit	
Steht einer der Ehegatten unter Vormundschaft oder Pflegschaft, ist auch der Vormund oder der Beistand widerspruchsberechtigt.	Vormundschaft	Obsorge einer anderen Person		umfassende Beistandschaft
Die Einlassung des Beklagten erfolgt dadurch, daß in der Kanzlei eine Verteidigungseingabe hinterlegt wird .	Verteidigungseingabe,Verteidigungsschrift	Klagebeantwortung	Klageerwiderung	Klageantwort
Die Unterbringung in einer gerichtlichen Erziehungsanstalt wird bei einem Minderjährigen unter achtzehn Jahren, der Gewohnheitsverbrecher, gewerbsmäßiger Verbrecher oder Hangverbrecher ist, stets angeordnet.	gewerbsmäßiger Verbrecher	Berufstäter,Berufsverbrecher		Berufsverbrecher
Das der anderen Partei oder ihrem Vertreter gegenüber abgegebene außergerichtliche Geständnis hat dieselbe Beweiskraft wie das gerichtliche.	außergerichtliches Geständnis			aussergerichtliches Geständnis
Das Verbot der Bekleidung öffentlicher Ämter ist unbefristet oder befristet.	Ausschluss von öffentlichen Ämtern,Verbot der Ausübung öffentlicher Ämter,Verbot der Bekleidung öffentlicher Ämter		Verlust der Amtsfähigkeit, der Wählbarkeit und des Stimmrechts	
Niemand kann vorbeugenden Maßnahmen unterworfen werden, wenn gegen ihn nicht schwerwiegende Schuldindizien vorliegen.	Schuldindiz	Tatverdacht	Tatverdacht	Tatverdacht
Wenn zwischen den Parteien eine Schlichtung zustande kommt, wird hierüber ein Protokoll aufgenommen, das von den Parteien und vom Sachverständigen unterschrieben und in die Amtsakte aufgenommen wird.	Amtsakte,Gerichtsakte	Gerichtsakt		
Die Versammlung in erster Einberufung ist beschlussfähig, wenn daran so viele Miteigentümer teilnehmen, dass sie zwei Drittel des Wertes des gesamten Gebäudes und die Mehrheit der Teilhaber an der Miteigentümergemeinschaft vertreten.	Miteigentümer	Wohnungseigentümer	Wohnungseigentümer	Stockwerkeigentümer
Bei Unterlassung der Zustellung haben die Miterben, solange die Erbgemeinschaft besteht , das Recht, den Anteil vom Erwerber und jedem späteren Rechtsnachfolger einzulösen.	Erbgemeinschaft	Erbengemeinschaft	Erbengemeinschaft	Erbengemeinschaft
Das Erlöschen des Überbaurechts wegen Zeitablaufs führt zum Erlöschen der vom Überbauberechtigten begründeten dinglichen Rechte.	Inhaber des Überbaurechts,Überbauberechtigter	Bauberechtigter	Erbbauberechtigter	Bauberechtigter
Der beurkundete Notar hat innerhalb von dreißig Tagen ab dem Tag der Eheschließung  die Anmerkung des Ehegütervertrags oder des Vertrages zur Abänderung eines solchen am Rand der Heiratsurkunde zu beantragen.	Ehegütervertrag	Ehepakt	Ehevertrag	Ehevertrag
Jedoch kann der Vermächtnisnehmer eines Fruchtgenusses oder eines Gebrauchs  diese nur während der Ehelosigkeit oder des Witwenstands nutzen.	Witwenschaft,Witwenstand,Witwerstand	Witwerschaft	Witwerschaft	Witwerschaft
Die Differenz muß, soweit sie auf abschreibungsfähige Güter oder auf den Geschäftswert entfällt, abgeschrieben werden.	abschreibungsfähiges Gut		abschreibbares Wirtschaftsgut,abschreibungsfähiges Wirtschaftsgut	
Das Gericht kann sowohl im Lauf des entscheidungsvorbereitenden Verfahrens als auch in der Entscheidung die Trennung der Rechtsstreitigkeiten verfügen, wenn dies von allen Parteien beantragt wird oder wenn die Fortdauer ihrer Verbindung das Verfahren verzögern oder erschweren würde .	Trennung der Rechtsstreitigkeiten	Trennnung der Verfahren	Prozesstrennung	Trennung der Verfahren
Die Verschmelzung mehrerer Gesellschaften kann durch Gründung einer neuen Gesellschaft oder durch Aufnahme einer oder mehrerer Gesellschaften in eine andere erfolgen.	Aufnahme,Übernahme			Absorption,Annexion
Aus dem Spaltungsplan müssen die Richtlinien für die Übertragung der Aktien oder Anteile der begünstigten Gesellschaften hervorgehen.	Spaltungsplan	Entwurf des Spaltungs- und Übernahmevertrages	Entwurf des Spaltungs- und Übernahmevertrages	
Im Protokoll sind die vom Gericht gestellten Fragen, die von den einander gegenübergestellten Personen abgegebenen Erklärungen und sonstige im Verlauf der Gegenüberstellung eingetretene Geschehnisse zu vermerken.	Gegenüberstellung		Identifizierungsgegenüberstellung,Vernehmungsgegenüberstellung	
Die Erklärung des Verpächters, von der ausdrücklich vereinbarten Auflösungsklausel Gebrauch zu machen, verhindert nicht die Ausübung des Rechts auf Ablösung.	Erklärung	Erklärungsakt		
Ist der Vorsitzende nach Anhörung der Parteien der Ansicht, daß die direkte Vernehmung den Minderjährigen nicht an einer unbefangenen Zeugenaussage hindert, so ordnet er mit Beschluß die Fortsetzung der Aussage nach den in den vorhergehenden Absätzen vorgesehenen Formen an.	direkte Vernehmung		Hauptverhör,direktes Verhör	
Wenn ein Rechtsmittel oder Widerspruch erhoben wird, übermittelt das Vollstreckungsgericht, nachdem es über den Antrag des Betroffenen verfügt hat, die Akten an das zuständige erkennende Gericht.	erkennendes Gericht	Erkenntnisgericht	Erkenntnisgericht	
Erkennnt das Berufungsgericht, daß das Gericht erster Instanz  sachlich unzuständig oder örtlich oder wegen Zusammenhanges unzuständig war, so erläßt es  ein Urteil, durch das die Nichtigkeit ausgesprochen wird .	Gericht erster Instanz	Erstgericht,Gericht I. Instanz,Richter erster Instanz,erstinstanzliche Gericht	Gericht I. Instanz,Richter erster Instanz,erstinstanzliche Gericht	Richter erster Instanz,erstinstanzliche Gericht
Wenn der Beitritt vor der Anklageerhebung stattgefunden hat, entscheidet über den Widerspruch der Richter für die Vorerhebungen.	Richter für die Vorerhebungen	Untersuchungsrichter	Ermittlungsrichter	
Durch den Straferlaß oder die Begnadigung wird die verhängte Strafe ganz oder teilweise erlassen oder in eine andere gesetzlich bestimmte Strafe umgewandelt.	Begnadigung	Gnadeakt,Gnadenerweis	Gnade	Gnade
Wer zum Nachteil eines anderen Maße oder Gewichte mit nachgemachtem oder verfälschtem gesetzlichen Ausdruck oder sonst verfälschte Maße oder Gewichte verwendet, wird mit Gefängnisstrafe bis zu sechs Monaten und mit Geldstrafe bis zu einer Million Lire bestraft.	gesetzesmäßig,gesetzlich,gesetzmäßig			gesetzesmässig,gesetzmässig
Die bedingte Strafaussetzung ist nur zulässig, wenn unter Berücksichtigung der in Artikel 133 bezeichneten Umstände der Richter annimmt, daß der Täter keine weiteren strafbaren Handlungen begehen wird.	bedingte Aussetzung der Strafe,bedingte Strafaussetzung	bedingte Strafnachsicht	Strafaussetzung zur Bewährung	bedingter Strafvollzug
Dieselben Bestimmungen finden Anwendung, wenn es sich um mehrere Strafbefehle oder um Urteile und Strafbefehle handelt oder wenn die Tat bei Vorliegen einer Idealkonkurrenz zusammen mit anderen Taten oder als Bestandteil einer fortgesetzten strafbaren Handlung beurteilt worden ist .	fortgesetzte strafbare Handlung	fortgesetztes Delikt	fortgesetzte Handlung	fortgesetztes Delikt
Im Strafregister werden  auszugsweise eingetragen:  die endgültigen Verfügungen, welche die Anwendung der vorbeugenden Maßnahmen der einfachen Sonderüberwachung oder der Sonderüberwachung mit Aufenthaltsverbot oder Aufenthaltsgebot betreffen.	Aufenthaltsgebot		Zwangsaufenthalt	
Ein solcher Einfluß wird vermutet, wenn in der ordentlichen Gesellschaftsversammlung mindestens ein Fünftel oder, wenn die Gesellschaft an der Börse notierte Aktien hat, ein Zehntel der Stimmrechte ausgeübt werden kann.	an der Börse notierte Aktie	börsennotierte Aktie	börsennotierte Aktie	
Das Eigentum wird durch Aneignung, durch Fund, durch Zuwachs, durch Verarbeitung, durch Vereinigung oder Vermischung, durch Ersitzung, auf Grund von Verträgen, durch Nachfolge von Todes wegen und durch die anderen vom Gesetz festgesetzten Arten erworben.	Fund		Eigentumserwerb des Finders	
Der gutgläubige Besitzer, der auch in gutem Glauben eine Erbschaftssache veräußert hat, ist nur zur Herausgabe des erhaltenen Preises oder der erhaltenen Gegenleistung an den Erben verpflichtet.	gutgläubiger Besitzer	redlicher Besitzer	redlicher Besitzer	
Hinsichtlich der Rechtsmittel wird die in Artikel 312 vorgesehene Maßnahme der vorbeugenden Verwahrungshaft gleichgesetzt. Die Vorschriften über die Wiedergutmachung wegen ungerechtfertigter Haft finden Anwendung .	Wiedergutmachung wegen ungerechtfertigter Haft	Entschädigung einer zu Unrecht erlittenen Haft,Haftentschädigung	Schadenersatz wegen rechtswidriger Haft	Haftentschädigung
Die Geschäftsführer haben die von Artikel 2214 vorgeschriebenen Bücher und sonstigen Rechnungsunterlagen zu führen.	Bücher,Rechnungsunterlagen	Geschäftsbücher,Handelsbücher	Geschäftsbücher,Handelsbücher	Geschäftsbücher
Die Zivilklage wird im Strafverfahren durch die Einlassung der Zivilpartei auch mittels eines besonders Bevollmächtigten erhoben.	Einlassung der Zivilpartei	Anschluss als Privatbeteiligter	Adhäsionesverfahren	
Vorzugsrechte, Pfand und Hypotheken der ursprünglichen Forderung erlöschen, wenn die Parteien nicht ausdrücklich vereinbaren, sie für die neue Forderung aufrechtzuerhalten.	Vorzugsrecht		Absonderung	
Die sich auf das Schiff, auf das Frachtgeld und auf die geladenen Sachen erstreckenden Vorzugsrechte und die sich auf das Luftfahrzeug, auf das Frachtgeld und auf die geladenen Sachen erstreckenden Vorzugsrechte werden vom Seegesetzbuch geregelt.	Frachtgeld	Fracht	Fracht	Frachtlohn
Der Grund für das Erlöschen einer strafbaren Handlung, die Tatbestandsmerkmal oder erschwerender Umstand einer zusammengesetzten strafbaren Handlung ist, erstreckt sich nicht auf die zusammengesetzte strafbare Handlung.	zusammengesetzte strafbare Handlung	zusammengesetztes Delikt	mehraktiges Delikt,zusammengesetztes Delikt	
Steht die Wahlbefugnis dem Gläubiger zu und übt sie dieser nicht innerhalb der festgesetzten Frist oder der ihm vom Schuldner gesetzten Frist aus, so geht die Wahl auf den letzteren über.	Wahlbefugnis	Wahlrecht	Wahlrecht	Wahlrecht
Wenn eine Partei durch Tod oder aus einem anderen Grund ausfällt, wird das Verfahren vom Gesamtrechtsnachfolger oder gegen diesen fortgesetzt .	Gesamtrechtsnachfolger	Alleinerbe,Universalerbe,Universalsukzessor	Alleinerbe	Alleinerbe,Universalerbe
Folglich werden die Erbschaftsgläubiger und die Vermächtnisnehmer hinsichtlich des Erbschaftsvermögens den Gläubigern des Erben gegenüber bevorzugt.	Erbschaftsvermögen	Verlassenschaftsvermögen		
Gläubiger des Verstorbenen können die Absonderung auch hinsichtlich solcher Sachen vornehmen, die Gegenstand des Vermächtnisses einer bestimmten Sache sind.	Vermächtnis einer bestimmten Sache	Speziesvermächtnis,Stückvermächtnis	Stückvermächtnis,Vermächtnis eines bestimmten Gegenstandes	
