context	tgt_term_gold	tgt_term_homonym
Pflanzen, die in fremden Boden gesät oder gesetzt werden, fallen ohne weiteres dem Grundeigentümer durch Akzession zu .	Akzession	Absorption
Unter Recht auf Zugang  versteht man das Recht interessierter Personen, Verwaltungsunterlagen einzusehen und Kopien davon anzufertigen .	interessierte Person	Betroffener
Vollziehungsverordnungen kann die Exekutive in eigener Kompetenz erlassen, gesetzesvertretende Verordnungen nur gestützt auf eine Delegationsnorm.	Exekutive	vollziehende Gewalt
Zur kontinuierlichen Reduktion der CO2-Emissionen wird als neue Maßnahme der Austausch von Öl- und Gaskesseln in Miteigentumsgebäuden durch Wärmeerzeuger mit erneuerbarer Energie oder durch Anschluss an Fernwärmeanlagen in den Förderkatalog aufgenommen.	Miteigentumsgebäude	Gemeinschaftseigentum,Kondominium,Miteigentümergemeinschaft
Lag vor, wenn der Täter auf Grund eines einmaligen Willensentschlusses mehrere gleiche oder ähnliche, gegen das gleiche Rechtsgut gerichtete Straftaten beging.  Heute nimmt man in solchen Fällen mehrfache Tatbegehung und damit echte Realkokurrenz an.	Tatbegehung	Kommission,Kommissionsvertrag
Überall, wo Unterlagen produziert werden, werden diese für einen gewissen Zeitraum bei dem betreffenden Organ zwischengelagert. In der Fachsprache wird diese Zwischenlagerung «Altregistratur» genannt.	Altregistratur	Zwischenarchiv
Andernfalls ist unverzüglich ihre Vernichtung und eine entsprechende Herabsetzung des Kapitals vorzunehmen.	Vernichtung	Annullierung,Aufhebung,Nichtigerklärung
Auf die Einlagen der Gesellschafter und auf die Geschäfte, durch die die Gesellschaft Güter und Forderungen von Gründungsgesellschaftern, Gesellschaftern und Verwaltern erwirbt, finden die Artikel 2342, 2343 und 2343-bis Anwendung.	Gründungsgesellschafter	Stifter
Aus der Ehe entspringt die gegenseitige Pflicht zur Treue, zum geistigen und materiellen Beistand, zur Mitarbeit im Interesse der Familie und zum Zusammenleben.	Ehe	Eheschließung,Heirat,Trauung
Aus der Ehe entspringt die gegenseitige Pflicht zur Treue, zum geistigen und materiellen Beistand, zur Mitarbeit im Interesse der Familie und zum Zusammenleben.	Pflicht zur Treue	Treuepflicht
Bei Zwangsübertragungen  werden Grunddienstbarkeiten je nach den Erfordernissen der neuen Anordnung aufgehoben, erhalten oder begründet.	Grunddienstbarkeit	Dienstbarkeit,Dienstbarkeitsrecht
Bei der Bestimmung der Nebenstrafen und jeder anderen strafrechtlichen Wirkung der Verurteilung sind die einzelnen Straftaten, derentwegen die Verurteilung erfolgt,  zu berücksichtigen.	strafrechtlich	Vertragsstrafe
Bei Ämtern mit nur einem Kanzleibeamten wird diesem das den Vorwurf enthaltende Schriftstück direkt vom Leiter des Amtes mitgeteilt.	Vorwurf	Anschuldigung
Beim Überqueren von Eisenbahn- oder Straßenbahnlinien muss der Fahrer den Schienenfahrzeugen Vorfahrt geben, sofern nichts anderes angezeigt ist.	Vorfahrt	Vorrang,Vorzug
Bis zur Festlegung der Anträge kann der Instruktionsrichter auf Antrag der Partei die Zahlung der Beträge verfügen, die von den Parteien, die sich in das Verfahren eingelassen haben, nicht bestritten sind.	Instruktionsrichter	Untersuchungsrichter
Das Eigentum wird durch Aneignung, durch Fund, durch Zuwachs, durch Verarbeitung, durch Vereinigung oder Vermischung, durch Ersitzung, auf Grund von Verträgen, durch Nachfolge von Todes wegen und durch die anderen vom Gesetz festgesetzten Arten erworben.	Fund	Erfindung,gewerbliche Erfindung
Das Programm mit den beglaubigten Unterschriften der Gründer ist vor der Veröffentlichung bei einem Notar zu hinterlegen.	Gründer	Initiator
Das Spektrum der optischen Strahlung wird unterteilt in ultraviolette Strahlung, sichtbare Strahlung und Infrarotstrahlung .	sichtbare Strahlung	GVP,Gesundheitsverträglichkeitsprüfung
Der Anteil, der dem Gesellschafter zusteht, der seine Arbeit eingebracht hat, wird, wenn er im Vertrag nicht bestimmt ist, vom Gericht nach Billigkeit festgesetzt.	Arbeit	Bauwerk
Der Eigentümer eines Grundstückes kann Immissionen von Rauch oder Wärme, Gerüche oder Geräusche nicht untersagen .	Geräusch	Lärm
Der Eigentümer eines Grundstücks darf das Betreten desselben zur Ausübung der Jagd nicht verhindern, es sei denn, dass das Grundstück in der vom Jagdgesetz gebotenen Weise abgeschlossen ist oder sich darauf gerade Kulturen befinden, die Schaden nehmen können.	Grundstück	Fonds
Der Empfänger ist berechtigt, auf eigene Kosten vor der Ablieferung die Nämlichkeit und den Zustand der beförderten Sache feststellen zu lassen.	Empfänger	Nutzer
Der Erbpächter ist verpflichtet, den Boden zu verbessern und dem Verpächter einen wiederkehrenden Pachtzins zu bezahlen.	Verpächter	Leasinggeber
Der Kanzleibeamte hat für jeden Geschäftsvorgang seiner Behörde eine Akte anzulegen, auch wenn dies vom Gesetz nicht ausdrücklich vorgesehen ist.	Geschäftsvorgang	Geschäft
Der Makler hat Anspruch auf die Provision von jeder der Parteien, wenn das Geschäft durch sein Zutun zustandegekommen ist.	Makler	Mediator
Der Masseverwalter verwaltet das Konkursvermögen und nimmt im Rahmen der ihm übertragenen Aufgaben alle Verfahrenshandlungen unter der Aufsicht des beauftragten Richters und des Gläubigerausschusses vor.	Masseverwalter	Beistand
Der Präsident des Landesgerichts oder des Schwurgerichts kann, nachdem das Dekret, auf Einleitung des Hauptverfahrens bei ihm eingegangen ist, bei Vorliegen rechtfertigender Gründe mit Dekret die Verhandlung nicht mehr als einmal vorverlegen oder auf später verschieben.	Hauptverfahren	Verfahren
Der Staatsangehörige, der, sei es auch mittelbar, von einem Ausländer für sich oder einen anderen zu dem Zweck, Handlungen gegen die nationalen Interessen vorzunehmen, Geld oder irgendeinen Vorteil erhält , wird  bestraft.	Vorteil	Nutzen
Der Stiftungsakt kann vom Stifter widerrufen werden, solange die Anerkennung der Stiftung nicht erfolgt ist oder der Stifter die Tätigkeit des von ihm verfügten Werkes nicht aufnehmen lassen hat.	Stifter	Gründungsgesellschafter
Der Verpächter kann die Anerkennung des eigenen Rechts ein Jahr vor Ablauf des Zwanzigjahresfrist von dem verlangen, der sich im Besitz der Erbpachtgrundstück befindet.	Anerkennung	Identifizierung
Der Versprechende kann dem Dritten gegenüber die Einwendungen erheben, die auf dem Vertrag beruhen, aus dem der Dritte sein Recht herleitet .	Versprechender	Verlobter
Der Vertrag kann bestimmen, auf welche Art und Weise der stille Gesellschafter die Führung des Unternehmens oder die Abwicklung des Geschäfts, für welche die stille Gesellschaft vereinbart worden ist, überwachen darf.	stiller Gesellschafter	Mitglied,Vereinsmitglied
Der mit den Einzahlungen säumige Gesellschafter kann das Stimmrecht nicht ausüben.	Stimmrecht	Wahlrecht
Die Anführer oder die Hintermänner des bewaffneten Haufens unterliegen derselben Strafe wie die Urheber.	Anführer	Abschnitt
Die Anteile, mit denen die Gesellschafter beteiligt sind, werden durch Aktien verkörpert.	Aktie	Handlung,Klage,Tat
Die Arbeitnehmer werden in leitende Angestellte, höhere Angestellte, Angestellte und Arbeiter eingeteilt.	leitender Angestellter	Leiter,leitender Beamter
Die Aufsichtsratsmitglieder müssen unter den Personen ausgewählt werden, die im Register der Rechnungsprüfer, das beim Justizministerium eingerichtet ist, eingetragen sind.	Rechnungsprüfer	Bürgermeister,Überwachungsratsmitglied
Die Ausgabe und der Verkauf der Aktien vor der Eintragung der Gesellschaft ist nichtig.	Ausgabe	Emissionen,Schadstoffemissionen
Die Bestimmungen der Artikel 2206 und 2207 sind auch auf Bevollmächtigte anzuwenden, die aufgrund einer ständigen Rechtsbeziehung die Befugnis haben, für den Unternehmer die mit dem Betrieb des Unternehmens zusammenhängenden Rechtshandlungen vorzunehmen, auch wenn sie dieses nicht leiten.	Bevollmächtigter	Prozessbevollmächtigter
Die Ersatzerben haben die den eingesetzten Erben auferlegten Pflichten zu erfüllen, es sei denn, daß der Erblasser einen anderen Willen zum Ausdruck gebracht hat oder daß es sich um Verpflichtungen persönlicher Art  handelt.	Ersatzerbe	Nacherbe
Die Forderungen bezüglich der Abfertigung sowie der Entschädigung gemäß Artikel 2118 werden im Falle der fruchtlosen Vollstreckung auf die beweglichen Sachen hilfsweise mit Vorrang gegenüber den nicht bevorrechtigten Forderungen im Erlös aus den Liegenschaften untergebracht.	Vollstreckung	Ausführung,Durchführung
Die Gerichtsbarkeit und die Zuständigkeit bestimmen sich nach der Gesetzeslage und Sachlage im Zeitpunkt der gerichtlichen Geltendmachung des Anspruchs, und spätere Änderungen der Gesetzeslage oder der Sachlage haben auf sie keinen Einfluß.	Gerichtsbarkeit	Rechtsprechung
Die Klage auf gerichtliche Feststellung der unehelichen Vaterschaft oder Mutterschaft ist nur zulässig, wenn besondere Umstände vorliegen, die sie als gerechtfertigt erscheinen lassen.	Klage	Aktie,Handlung,Tat
Die Landesregierung entscheidet darüber innerhalb von 30 Tagen, nötigenfalls mit der Annullierung der Konzession und mit dem unmittelbaren Erlaß der in Artikel 89 erwähnten Verfügungen.	Annullierung	Nichtigerklärung,Vernichtung
Die Mitgliederversammlung von Vereinen ist von den Verwaltern einmal im Jahr zur Genehmigung des Jahresabschlusses einzuberufen.	Mitgliederversammlung	Gesellschafterversammlung,Versammlung
Die Nichtigkeit oder die Nichtigerklärung des Arbeitsvertrages hat keine Wirkung für die Zeit, während der das Arbeitsverhältnis zur Ausführung gelangt ist, es sei denn, daß die Nichtigkeit auf der Unerlaubtheit des Gegenstandes oder des Rechtsgrundes beruht.	Unerlaubtheit	Rechtswidrigkeit,Strafrechtswidrigkeit
Die Rechtsprechung ist ordentlichen Richtern anvertraut, deren Einsetzung und Rechtstellung durch die Rechtsvorschirften zur Justizverfassung geregelt werden.	Rechtsprechung	Gerichtsbarkeit
Die Staatsanwaltschaft und die Verteidiger der privaten Parteien dürfen erwidern; eine Erwiderung ist nur einmal zulässig und muß sich in den zur Widerlegung der gegnerischen Argumente unbedingt notwendigen Grenzen halten.	Erwiderung	Gegenäußerung
Die Treppen, welche zur Erreichung der normalen Arbeitsbereiche bestimmt sind, müssen so gebaut und erhalten werden, dass diese die Normallast bei einer Anhäufung von Personen in Notfallsituationen aufnehmen können.	Treppe	Leiter,Stiege,Stiegenhaus,Treppenhaus
Die Vergütung für den Verwahrer wird mit Dekret des Bezirksgerichts, wenn die Bestellung durch den Gerichtsvollzieher erfolgt ist, und in jedem anderen Fall durch das Gericht, das ihn bestellt hat, festgesetzt.	Verwahrer	Hausmeister
Die Verjährung wird durch die Anerkennung des Rechtes durch denjenigen unterbrochen, dem gegenüber dieses Recht geltend gemacht werden kann.	Anerkennung	Identifizierung
Die Verkürzung muß bis zum Zeitpunkt der Klagserhebung fortdauern.	Verkürzung	Angriff,Verletzung
Die Verschmelzung mehrerer Gesellschaften kann durch Gründung einer neuen Gesellschaft oder durch Aufnahme einer oder mehrerer Gesellschaften in eine andere erfolgen.	Aufnahme	Verbindung,Zuwachs
Die Vorschriften über die Wiedergutmachung wegen eines Irrtums des Gerichts finden, soweit sie vereinbar sind, Anwendung.	Wiedergutmachung	Ausbesserung,Repararatur
Die vorzugsweise Befriedigung gilt auch zugunsten der Zinsen für das im Zeitpunkt der Pfändung oder, wenn eine solche nicht erfolgt, im Zeitpunkt der Zustellung der Leistungsaufforderung laufende Jahr.	Leistungsaufforderung	Gebot
Die übernehmende Gesellschaft darf keine Aktien oder Anteile im Austausch für Aktien oder Anteile der übertragenden Gesellschaften zuteilen, die den übertragenden Gesellschaften oder der übernehmenden Gesellschaft unmittelbar oder über Treuhandgesellschaften oder über eine vorgeschobene Person gehören.	übernehmende Gesellschaft	aus der Verschmelzung hervorgehende Gesellschaft
Ein Amtsgutachten ist zuzulassen, wenn Erhebungen angestellt oder Daten oder Bewertungen eingeholt werden müssen, die eine besondere technische, wissenschaftliche oder künstlerische Fachkenntnis erfordern.	Amtsgutachten	Gutachten
Ein Vergleich in zivilgerichtlichen Verfahren wegen Fälschung erzeugt keine Wirkung, wenn er nicht vom Landesgericht nach Anhörung des Staatsanwaltes bestätigt worden ist.	Fälschung	falsch
Ein unerlaubter Beweggrund macht die testamentarische Verfügung nichtig, wenn er aus dem Testament hervorgeht und der einzige ist, der den Erblasser zur Verfügung bestimmt hat.	unerlaubt	unerlaubte Handlung,unerlaubtes Verhalten
Entlang internationaler Strecken, Autobahnen und erstrangiger Freilandstraßen und deren Zufahrten sowie in deren Sichtweite ist jede Art von Werbung verboten.	Werbung	Publizität,Öffentlichkeit
Erfolgt der Diskont durch Indossament eines Wechsels oder eines Bankschecks, so hat die Bank bei Nichteinlösung außer den aus dem Wertpapier erwachsenden Rechten auch Anspruch auf Rückgabe des vorgestreckten Betrags.	Diskont	Nachlass
Erfordert die Bestandsache Ausbesserungen, die nicht vom Bestandnehmer zu tragen sind, hat dieser den Bestandgeber davon zu benachrichtigen.	Ausbesserung	Wiedergutmachung
Erklärungen, die die Durchführung des durch Vermittlung des Agenten geschlossenen Vertrages betreffen, sowie Beanstandungen über die nicht gehörige Vertragserfüllung werden in gültiger Weise dem Agenten gegenüber vorgebracht.	Agent	Arbeitsstoff,Forstwart,Täter
Erscheint der Garant und erklärt sich bereit, den Rechtsstreit an Stelle des Garantienehmers zu übernehmen, kann dieser  seine Entlassung verlangen.	Garant	Sicherheitsleistender
Handlungen, die mit Duldung einer anderen Person vorgenommen worden sind, können nicht als Grundlage für den Besitzerwerb dienen.	Duldung	Toleranz
Im Verfahren vor diesem Gericht üben die Parteien dieselben Rechte und Befugnisse aus, die ihnen vor dem ursprünglich zuständigen Gericht zugestanden wären.	Befugnis	Fakultät
In jedem Fall hat der Pflichtteilsberechtigte, der die Kürzung von Schenkungen oder von testamentarischen Verfügungen verlangt, auf seinen Pflichtteil die ihm gemachten Schenkungen und ihm ausgesetzten Vermächtnisse anzurechnen .	Pflichtteil	Rücklage,Vorbehalt
In jedem Fall ist das Verlangen auf Herausgabe der Materialien  nach Ablauf von sechs Monaten ab dem Tag, an dem der Eigentümer von der Verbindung Kenntnis erhalten hat, nciht mehr zulässig .	Verbindung	Aufnahme,Übernahme
Ist das Geschäft durch das Zutun mehrerer Makler zustandegekommen, so hat jeder von ihnen Anspruch auf einen Teil der Provision.	Geschäft	Geschäftsvorgang
Ist das Verfahren ausgesetzt, kann vorbehaltlich einer abweichenden Anordnung des Vollstreckungsrichters keine Vollstreckungshandlung vorgenommen werden.	Anordnung	Bestimmung,Verfügung
Ist das Verfahren ausgesetzt, kann vorbehaltlich einer abweichenden Anordnung des Vollstreckungsrichters keine Vollstreckungshandlung vorgenommen werden.	Vollstreckungshandlung	Ausführungshandlung
Jede Abmachung, die das Austrittsrecht ausschließt oder seine Ausübung erschwert, ist nichtig.	Austrittsrecht	Rücktrittsrecht
Nachdem die Eintragungen des Vertrages über die Verschmelzung gemäß dem zweiten Absatz des Artikels 2504 erfogt sind, darf die Ungültigkeit des Verschmelzungsvertrages nicht mehr ausgesprochen werden.	Ungültigkeit	Invalidität
Schuldverhältnisse entstehen aus Vertrag, aus unerlaubter Handlung oder aus jeder sonstigen Handlung oder Tatsache, die nach der Rechtsordnung solche zu begründen geeignet ist.	unerlaubte Handlung	rechtswidrige Handlung
Steht einer der Ehegatten unter Vormundschaft oder Pflegschaft, ist auch der Vormund oder der Beistand widerspruchsberechtigt.	Vormundschaft	Schutz,Wahrung
Stellt die Bank ein Sparbuch aus, so sind die Einzahlungen und Behebungen in das Buch einzutragen.	Sparbuch	Fahrzeugschein
Streitfragen, die zwischen den Parteien über die Zulassung des Schiedseids entstehen, werden vom Senat entschieden.	Zulassung	Zugeständnis
Vereine und Stiftungen sind durch öffentliche Urkunde zu gründen.	Verein	Vereinigung
Verfügungen über die Zulassung eines Beweises können nach Anhörung der Parteien im Widerstreit widerrufen werden.	Widerstreit	rechtliches Gehör
Von jeglichem Gutachten, jeglicher Konzession, Ermächtigung und Unbedenklichkeitserklärung wird abgesehen für Vorbeuge, Soforthilfe und Wiederherstellungsmaßnahmen in Zusammenhang mit Erdrutschen, Lawinen, Überschwemmungen und anderen Katastrophen.	Überschwemmung	Anschwemmung
Vorbeachtlich einer anderslautenden gesetzlichen Bestimmung oder einer aus dem Papier sich ergebenden gegenteiligen Klausel haftet der Indossant nicht für die Nichterfüllung der Leistung durch den Aussteller.	Aussteller	Veranstalter
Wenn das Gericht das Erscheinen einer der in Absatz 2 bezeichneten Personen zum Zweck der Vornahme einer Identifizierung oder Gegenüberstellung oder wegen sonstiger Erfordernisse für unerläßlich erachtet, ist in den gewöhnlichen Formen zu verfahren.	Identifizierung	Anerkennungsurkunde
